id,title,authors,year,venue,search_strings,v1_decision,v1_reason,v2_decision,v2_reason
354,Metamorphic Relation Generation: State of the Art and Research Directions,"Li, Rui; Liu, Huai; Poon, Pak-Lok; Towey, Dave; Sun, Chang-Ai; Zheng, Zheng; Zhou, Zhi Quan; Chen, Tsong Yueh",2025,ACM Transactions on Software Engineering and Methodology,"String A, String B",EXCLUDE,EC-N - Bài tổng quan và định hướng về sinh quan hệ biến thái (Metamorphic Relations),x,
355,Metamorphic Testing for Infrastructure-as-Code Engines,"Spielmann, David; Zakhour, George; Arnold, Dominik; Biagiola, Matteo; Meier, Roland; Salvaneschi, Guido",2026,Proceedings of the ACM on Programming Languages,String A,EXCLUDE,"EC-O - Kiểm thử động cơ IaC (Terraform), không phải unit test cho Java/Python.",x,
356,Metamorphic Testing of a Steer-by-Wire System: An Intercultural Students-as-Partners Collaboration Experience,"Zhang, Yifan; Towey, Dave; Pike, Matthew; Qiu, Rui; Jaya, Axel Tan; Huey, Sze; Zhang, Xinyi; Wu, Yuan",2024,Proceedings of the 9th ACM International Workshop on Metamorphic Testing,String A,EXCLUDE,EC-O - Kiểm thử hệ thống Steer-by-Wire cụ thể,x,
357,Migrating Code At Scale With LLMs At Google,"Ziftci, Celal; Nikolov, Stoyan; Sjövall, Anna; Kim, Bo; Codecasa, Daniele; Kim, Max",2025,Proceedings of the 33rd ACM International Conference on the Foundations of Software Engineering,String A,EXCLUDE,EC-O - Di trú mã nguồn quy mô lớn (Code migration),x,
358,Mining for Mutation Operators for Reduction of Information Flow Control Violations,"Kosorukov, Ilya; Blackwell, Daniel; Clark, David; Cohen, Myra B.; Petke, Justyna",2024,Proceedings of the 39th IEEE/ACM International Conference on Automated Software Engineering,String A,EXCLUDE,EC-O - Tìm kiếm toán tử đột biến cho bảo mật luồng dữ liệu,x,
359,Mitigating Cognitive Vulnerabilities in Code Generation via Multi-Agent Adversarial Debate,"Liu, Shuofu; Guo, Quanjiang; Liu, Xiao; Liu, Ying",2026,Proceedings of the ACM Web Conference 2026,String A,EXCLUDE,EC-O - Giảm thiểu lỗ hổng nhận thức trong sinh mã tổng quát,x,
360,Mocking Temporal Logic,"Gordon, Colin S.",2024,Proceedings of the 2024 ACM SIGPLAN International Symposium on SPLASH-E,String A,EXCLUDE,EC-O - Tập trung giáo dục logic thời gian và mocking,x,
361,Morescient GAI for Software Engineering,"Kessel, Marcus; Atkinson, Colin",2025,ACM Transactions on Software Engineering and Methodology,String B,EXCLUDE,"EC-N - Bài viết về tầm nhìn cho thế hệ GenAI ""thông thái"" hơn trong SE",x,
362,MultiMind: A Plug-in for the Implementation of Development Tasks Aided by AI Assistants,"Donato, Benedetta; Mariani, Leonardo; Micucci, Daniela; Riganelli, Oliviero; Somaschini, Marco",2025,Proceedings of the 33rd ACM International Conference on the Foundations of Software Engineering,String A,INCLUDE,"IC-P, IC-I, IC-E (Plugin IDE hỗ trợ sinh unit test case bằng LLM)",INCLUDE,"Đọc full-text, đủ IC-L, IC-T, IC-P, IC-I, IC-E "
363,Mutation Testing for Task-Oriented Chatbots,"Gómez-Abajo, Pablo; Pérez-Soler, Sara; Cañizares, Pablo C.; Guerra, Esther; De Lara, Juan",2024,Proceedings of the 28th International Conference on Evaluation and Assessment in Software Engineering,String B,EXCLUDE,EC-O - Kiểm thử đột biến cho Chatbot,x,
364,Mutation-Guided LLM-based Test Generation at Meta,"Harman, Mark; Ritchey, Jillian; Harper, Inna; Sengupta, Shubho; Mao, Ke; Gulati, Abhishek; Foster, Christopher; Robert, Hervé",2025,Proceedings of the 33rd ACM International Conference on the Foundations of Software Engineering,"String A, String B, String C",EXCLUDE,"EC-O - Kiểm thử cho Android Kotlin tại Meta, không phải unit test Java/Python độc lập",x,
365,NL2Code-Reasoning and Planning with LLMs for Code Development,"Xing, Ye; Huan, Jun; Tok, Wee Hyong; Shen, Cong; Gehrke, Johannes; Lin, Katherine; Guha, Arjun; Tripp, Omer; Ramanathan, Murali Krishna",2024,Proceedings of the 30th ACM SIGKDD Conference on Knowledge Discovery and Data Mining,String A,EXCLUDE,EC-N - Báo cáo workshop về dịch ngôn ngữ tự nhiên sang mã nguồn (NL2Code).,x,
366,NLPLego: Assembling Test Generation for Natural Language Processing Applications,"Ji, Pin; Feng, Yang; Zhang, Ruohao; Xue, Ruichen; Zhang, Yichi; Huang, Weitao; Liu, Jia; Zhao, Zhihong",2025,ACM Transactions on Software Engineering and Methodology,String A,EXCLUDE,"EC-O - Kiểm thử mức hệ thống/mô hình cho các ứng dụng NLP, không phải unit testing mã nguồn",x,
367,Natural Symbolic Execution-Based Testing for Big Data Analytics,"Wu, Yaoxuan; Humayun, Ahmad; Gulzar, Muhammad Ali; Kim, Miryung",2024,Proceedings of the ACM on Software Engineering,"String A, String B, String C",EXCLUDE,EC-O - Kiểm thử ứng dụng Big Data dựa trên thực thi biểu tượng,x,
368,Needle in a Haystack: Automated and Scalable Vulnerability Hunting in the Windows ALPC Sea,"Liu, Haoyi; Dong, Feng; Tian, Yunpeng; Zhang, Mu; Li, Xuefeng; Gu, Fangming; Peng, Zhiniang; Wang, Haoyu",2025,Proceedings of the 2025 ACM SIGSAC Conference on Computer and Communications Security,String B,EXCLUDE,EC-O - Săn lỗi bảo mật trong Windows ALPC,x,
369,NeuRI: Diversifying DNN Generation via Inductive Rule Inference,"Liu, Jiawei; Peng, Jinjun; Wang, Yuyao; Zhang, Lingming",2023,Proceedings of the 31st ACM Joint European Software Engineering Conference and Symposium on the Foundations of Software Engineering,"String A, String B, String C",EXCLUDE,EC-O - Sinh mô hình DNN để fuzzing thư viện Deep Learning,x,
370,"Not All Problems Are Nails, Not All Tools Should Be Hammers: A Position Paper on Agent Usage in Software Engineering Tasks","Rytilahti, Juuso; Puhtila, Panu; Weerakoon, Oshani; Kaila, Erkki; Mäkilä, Tuomas",2026,Proceedings of the 2026 International Workshop on Agentic Engineering,String A,EXCLUDE,EC-N - Bài viết định hướng (Position paper) về việc sử dụng Agent trong SE.,x,
371,Novice Developers’ Perspectives on Adopting LLMs for Software Development: A Systematic Literature Review,"Ferino, Samuel; Hoda, Rashina; Grundy, John; Treude, Christoph",2026,ACM Transactions on Software Engineering and Methodology,String B,EXCLUDE,EC-N - Bài tổng quan hệ thống (SLR) về quan điểm của lập trình viên mới,x,
372,OBsmith: LLM-Powered JavaScript Obfuscator Testing,"Jiang, Shan; Zhu, Chenguang; Khurshid, Sarfraz",2026,Proceedings of the ACM on Programming Languages,String A,EXCLUDE,EC-O - Kiểm thử công cụ làm mờ mã (Obfuscator) cho JavaScript,x,
373,OZZ: Identifying Kernel Out-of-Order Concurrency Bugs with In-Vivo Memory Access Reordering,"Jeong, Dae R.; Choi, Yewon; Lee, Byoungyoung; Shin, Insik; Kwon, Youngjin",2024,Proceedings of the ACM SIGOPS 30th Symposium on Operating Systems Principles,String B,EXCLUDE,EC-O - Phát hiện lỗi đồng thời (concurrency bugs) trong nhân OS,x,
374,Observation-Based Unit Test Generation at Meta,"Alshahwan, Nadia; Harman, Mark; Marginean, Alexandru; Tal, Rotem; Wang, Eddy",2024,Companion Proceedings of the 32nd ACM International Conference on the Foundations of Software Engineering,String A,EXCLUDE,"EC-O - Sinh unit test dựa trên kỹ thuật khắc ghi quan sát (observation-based carving), không đề cập đến LLM",x,
375,Odyssey: An Interactive Workbench for Expert-Driven Floating-Point Expression Rewriting,"Misback, Edward; Chan, Caleb C.; Saiki, Brett; Jun, Eunice; Tatlock, Zachary; Panchekha, Pavel",2023,Proceedings of the 36th Annual ACM Symposium on User Interface Software and Technology,String A,EXCLUDE,EC-O - Công cụ viết lại biểu thức dấu phẩy động cho chuyên gia,x,
376,On the Evaluation of Large Language Models in Unit Test Generation,"Yang, Lin; Yang, Chen; Gao, Shutao; Wang, Weijing; Wang, Bo; Zhu, Qihao; Chu, Xiao; Zhou, Jianyi; Liang, Guangtai; Wang, Qianxiang; Chen, Junjie",2024,Proceedings of the 39th IEEE/ACM International Conference on Automated Software Engineering,"String A, String B, String C",INCLUDE,"IC-P, IC-I, IC-E (Nghiên cứu thực nghiệm sinh unit test Java bằng LLM mã nguồn mở)",INCLUDE,"Đọc full-text, đủ IC-L, IC-T, IC-P, IC-I, IC-E "
377,On the Generalizability of Deep Learning-based Code Completion Across Programming Language Versions,"Ciniselli, Matteo; Martin-Lopez, Alberto; Bavota, Gabriele",2024,Proceedings of the 32nd IEEE/ACM International Conference on Program Comprehension,String A,EXCLUDE,"EC-O - Khả năng tổng quát hóa của hoàn thiện mã nguồn (Code Completion), không phải unit test.",x,
378,On the Utility of Domain Modeling Assistance with Large Language Models,"Chaaben, Meriem Ben; Burgueño, Lola; David, Istvan; Sahraoui, Houari",2026,ACM Transactions on Software Engineering and Methodology,String A,EXCLUDE,"EC-O - Hỗ trợ mô hình hóa miền (Domain Modeling), không phải unit test.",x,
379,On the integration of spectrum-based fault localization tools into ides,"Szatmári, Attila; Sarhan, Qusay Idrees; Soha, Péter Attila; Balogh, Gergo; Beszédes, Árpád",2024,Proceedings of the 1st ACM/IEEE Workshop on Integrated Development Environments,String B,EXCLUDE,EC-O - Tích hợp công cụ định vị lỗi (SBFL) vào IDE,x,
380,"Once Bitten, Still Shy: Can We Prevent Cloud Systems from Repeating Their Mistakes?","Parikesit, Dimas; Lou, Chang",2025,Proceedings of the 24th ACM Workshop on Hot Topics in Networks,String B,EXCLUDE,EC-N - Bài viết định hướng về lỗi hồi quy hệ thống đám mây,x,
381,Once4All: Skeleton-Guided SMT Solver Fuzzing with LLM-Synthesized Generators,"Sun, Maolin; Yang, Yibiao; Zhou, Yuming",2026,"Proceedings of the 31st ACM International Conference on Architectural Support for Programming Languages and Operating Systems, Volume 2",String B,EXCLUDE,EC-O - Kiểm thử trình giải SMT (SMT solver fuzzing),x,
382,"One DBMS, Two Modes, and a Bunch of Bugs: Catching Logic Bugs in Distributed DBMSs via Differential Testing","Fu, Zi-Xuan; Bai, Jia-Ju; Feng, Hong-Bo; Chen, Kang",2026,Proceedings of the ACM on Management of Data,"String A, String B",EXCLUDE,EC-O - Kiểm thử hệ quản trị cơ sở dữ liệu (DBMS) phân tán,x,
383,OpDiffer: LLM-Assisted Opcode-Level Differential Testing of Ethereum Virtual Machine,"Ma, Jie; He, Ningyu; Xi, Jinwen; Xing, Mingzhe; Wang, Haoyu; Gao, Ying; Yue, Yinliang",2025,Proceedings of the ACM on Software Engineering,"String A, String B",EXCLUDE,EC-O - Kiểm thử máy ảo Ethereum (EVM),x,
384,Open Source AI-based SE Tools: Opportunities and Challenges of Collaborative Software Learning,"Lin, Zhihao; Ma, Wei; Lin, Tao; Zheng, Yaowen; Ge, Jingquan; Wang, Jun; Klein, Jacques; Bissyandé, Tegawendé F.; Liu, Yang; Li, Li",2025,ACM Transactions on Software Engineering and Methodology,String A,EXCLUDE,EC-N - Bài viết định hướng về cộng tác phát triển công cụ AI cho SE.,x,
385,OptFuzz: Enhancing Compiler Testing via LLM-Powered Compilation Option Generation,"Huang, Yifan; Yang, Yibiao; Sun, Maolin; Wu, Jiangchang; Li, Qingyang; Lu, Zeyu; Zhou, Yuming",2026,ACM Transactions on Software Engineering and Methodology,"String A, String B, String C",EXCLUDE,"EC-O - Kiểm thử trình biên dịch, không phải unit test cho Java/Python",x,
386,Optimizing Search-Based Unit Test Generation with Large Language Models: An Empirical Study,"Xiao, Danni; Guo, Yimeng; Li, Yanhui; Chen, Lin",2024,Proceedings of the 15th Asia-Pacific Symposium on Internetware,"String A, String B, String C",INCLUDE,"IC-P, IC-I, IC-E (Kết hợp LLM để tối ưu hóa Search-Based unit test Python)",INCLUDE,"Đọc full-text, đủ IC-L, IC-T, IC-P, IC-I, IC-E "
387,Oracle-Guided Program Selection from Large Language Models,"Fan, Zhiyu; Ruan, Haifeng; Mechtaev, Sergey; Roychoudhury, Abhik",2024,Proceedings of the 33rd ACM SIGSOFT International Symposium on Software Testing and Analysis,String A,EXCLUDE,EC-O - Lựa chọn chương trình và sử dụng LLM làm oracle để cải thiện sinh mã,x,
388,Oracle-Guided SMT Solver Validation via Synthesizing Diverse Formulas with Multiple Assignments,"Sun, Maolin; Yang, Yibiao; Wu, Jiangchang; Li, Qingyang; Lu, Zeyu; Zhou, Yuming",2026,ACM Transactions on Software Engineering and Methodology,"String A, String B",EXCLUDE,EC-O - Kiểm thử trình giải SMT,x,
389,PAFL: Enhancing Fault Localizers by Leveraging Project-Specific Fault Patterns,"Kim, Donguk; Jeon, Minseok; Hwang, Doha; Oh, Hakjoo",2025,Proceedings of the ACM on Programming Languages,String B,EXCLUDE,EC-O - Nâng cao công cụ định vị lỗi (Fault Localization),x,
390,POSTER: Seccomp profiling with Dynamic Analysis via ChatGPT-assisted Test Code Generation,"Song, Somin; Kundu, Ashish; Tak, Byungchul",2024,Proceedings of the 19th ACM Asia Conference on Computer and Communications Security,String A,EXCLUDE,EC-O - Profiling Seccomp kernel không phải unit testing,x,
391,PRIMG : Efficient LLM-driven Test Generation Using Mutant Prioritization,"Bouafif, Mohamed Salah; Hamdaqa, Mohammad; Zulkoski, Edward",2025,Proceedings of the 29th International Conference on Evaluation and Assessment in Software Engineering,"String A, String B, String C",EXCLUDE,"EC-O - Sinh test cho Smart Contract (Solidity), không phải Java/Python",x,
392,Patch Correctness Assessment: A Survey,"Fei, Zhiwei; Ge, Jidong; Li, Chuanyi; Wang, Tianqi; Li, Yuning; Zhang, Haodong; Huang, LiGuo; Luo, Bin",2025,ACM Transactions on Software Engineering and Methodology,String A,EXCLUDE,EC-N - Bài khảo sát về đánh giá tính đúng đắn của bản vá trong APR,x,
393,Pathways and Empirical Research on Generative Artificial Intelligence Empowering Curriculum Reform in Higher Education: A Case Study of the 'Customer Relationship Management' Course,"Wu, Miaoxian; Wu, Jinhe",2025,"Proceedings of the 2025 6th International Conference on Education, Knowledge and Information Management",String A,EXCLUDE,EC-O - Ứng dụng GAI trong cải cách giáo dục CRM,x,
394,Pay Attention! Human-Centric Improvements of LLM-based Interfaces for Assisting Software Test Case Development,"Shi, Billy; Kristensson, Per Ola",2024,The 37th Annual ACM Symposium on User Interface Software and Technology,String B,UNSURE,"Có đề cập đến sinh test case hỗ trợ con người, cần xác nhận mức Unit và thực nghiệm Java/Python",EXCLUDE,"EC-O - Nghiên cứu về cải tiến giao diện người-máy (HCI), không phải benchmark sinh unit test tự động."
395,Peeling Off the Cocoon: Unveiling Suppressed Golden Seeds for Mutational Greybox Fuzzing,"Qian, Ruixiang; Fang, Chunrong; Chen, Zengxu; Fu, Youxin; Chen, Zhenyu",2026,Proceedings of the ACM on Programming Languages,"String A, String B",EXCLUDE,EC-O - Lựa chọn hạt giống (seed selection) cho greybox fuzzing,x,
396,Pitfalls in Language Models for Code Intelligence: A Taxonomy and Survey,"She, Xinyu; Liu, Yue; Zhao, Yanjie; He, Yiling; Li, Li; Tantithamthavorn, Chakkrit; Qin, Zhan; Wang, Haoyu",2026,ACM Transactions on Software Engineering and Methodology,String A,EXCLUDE,EC-N - Bài khảo sát về các cạm bẫy trong trí tuệ mã nguồn,x,
397,Planning to Guide LLM for Code Coverage Prediction,"Dhulipala, Hridya; Yadavally, Aashish; Nguyen, Tien N.",2024,Proceedings of the 2024 IEEE/ACM First International Conference on AI Foundation Models and Software Engineering,String B,EXCLUDE,EC-O - Dự đoán độ bao phủ mã nguồn không phải sinh test,x,
398,Practical Research on the Application of the CDIO Model Optimized by AIGC Toolchain in the Integrated Training of Software Technology,"Yang, Xiaonan; Guo, Peng",2025,Proceedings of the 2025 4th International Conference on Artificial Intelligence and Education,String A,EXCLUDE,EC-O - Khung hỗ trợ giáo dục phát triển phần mềm tổng quát.,x,
399,Practitioners’ Expectations on Automated Test Generation,"Yu, Xiao; Liu, Lei; Hu, Xing; Keung, Jacky; Xia, Xin; Lo, David",2024,Proceedings of the 33rd ACM SIGSOFT International Symposium on Software Testing and Analysis,"String A, String B, String C",EXCLUDE,"EC-N - Nghiên cứu khảo sát kỳ vọng của lập trình viên, không có thực nghiệm sinh test",x,
400,Predicting Test Results without Execution,"Hora, Andre",2024,Companion Proceedings of the 32nd ACM International Conference on the Foundations of Software Engineering,String B,EXCLUDE,"EC-O - Dự đoán kết quả thực thi test case, không phải sinh unit test",x,
401,"Preemptive, Buffered or Guided? Empirical Studies on Human-AI Interaction Strategies for Software Test Case Development","Shi, Billy; Kristensson, Per Ola",2026,ACM Transactions on Computer-Human Interaction,"String A, String B, String C",UNSURE,"Nghiên cứu tương tác người-AI khi làm test, cần xác nhận thực nghiệm unit test Java/Python",x,
402,Probeable Problems for Beginner-level Programming-with-AI Contests,"Pawagi, Mrigank; Kumar, Viraj",2024,Proceedings of the 2024 ACM Conference on International Computing Education Research - Volume 1,String B,EXCLUDE,EC-O - Sinh bài tập và giải bài tập lập trình,x,
403,Prompting Techniques for Secure Code Generation: A Systematic Investigation,"Tony, Catherine; Díaz Ferreyra, Nicolás E.; Mutas, Markus; Dhif, Salem; Scandariato, Riccardo",2025,ACM Transactions on Software Engineering and Methodology,String A,EXCLUDE,"EC-O - Tập trung vào sinh mã nguồn bảo mật (Secure Code Generation), không phải unit test.",x,
